url,stamp,table
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-december-2016.html,2016-12-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td><b>Employment-<br>
 based</b></td>
<td><b>All Chargeability <br>
 Areas Except<br>
 Those Listed</b></td>
<td><b>CHINA-<br>
 mainland <br>
 born</b></td>
<td><b>EL SALVADOR<br>
 GUATEMALA<br>
 HONDURAS</b></td>
<td><b>INDIA</b></td>
<td><b>MEXICO</b></td>
<td><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>22SEP12</td>
<td>C</td>
<td>01FEB08</td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>01JUL16 </td>
<td>01JUL13</td>
<td>01JUL16</td>
<td>15MAR05 </td>
<td>01JUL16 </td>
<td>01JUN11</td>
</tr><tr><td>Other Workers</td>
<td>01JUL16</td>
<td>01NOV05</td>
<td>01JUL16</td>
<td>15MAR05</td>
<td>01JUL16</td>
<td>01JUN11</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
</tr><tr><td>5th Non-Regional Center<br>
(C5 and T5)</td>
<td>C</td>
<td>22MAR14</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Regional Center<br>
(I5 and R5)</td>
<td>C</td>
<td>22MAR14</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-december-2016.html,2016-12-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td><b>Employment-<br>
 based</b></td>
<td><b>All Chargeability <br>
 Areas Except<br>
 Those Listed</b></td>
<td><b>CHINA-<br>
 mainland <br>
 born</b></td>
<td><b>INDIA</b></td>
<td><b>MEXICO </b></td>
<td><b>PHILIPPINES </b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01MAR13</td>
<td>22APR09 </td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>C</td>
<td>01MAY14</td>
<td>01JUL05</td>
<td>C</td>
<td>01SEP13</td>
</tr><tr><td>Other Workers</td>
<td>C</td>
<td>01AUG09</td>
<td>01JUL05</td>
<td>C</td>
<td>01SEP13</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Non-Regional Center<br>
(C5 and T5)</td>
<td>C</td>
<td>15JUN14</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Regional Center<br>
(I5 and R5)</td>
<td>C</td>
<td>15JUN14</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-january-2017.html,2017-01-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td><b>Employment-<br>
 based</b></td>
<td><b>All Chargeability <br>
 Areas Except<br>
 Those Listed</b></td>
<td><b>CHINA-<br>
 mainland <br>
 born</b></td>
<td><b>EL SALVADOR<br>
 GUATEMALA<br>
 HONDURAS</b></td>
<td><b>INDIA</b></td>
<td><b>MEXICO</b></td>
<td><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>15OCT12</td>
<td>C</td>
<td>15APR08</td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>01AUG16 </td>
<td>08SEP13</td>
<td>01AUG16 </td>
<td>15MAR05 </td>
<td>01AUG16</td>
<td>22JUL11</td>
</tr><tr><td>Other Workers</td>
<td>01AUG16 </td>
<td>01DEC05</td>
<td>01AUG16 </td>
<td>15MAR05</td>
<td>01AUG16</td>
<td>22JUL11</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
</tr><tr><td>5th Non-Regional Center<br>
(C5 and T5)</td>
<td>C</td>
<td>08APR14</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Regional Center<br>
(I5 and R5)</td>
<td>C</td>
<td>08APR14</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-january-2017.html,2017-01-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td><b>Employment-<br>
 based</b></td>
<td><b>All Chargeability <br>
 Areas Except<br>
 Those Listed</b></td>
<td><b>CHINA-<br>
 mainland <br>
 born</b></td>
<td><b>INDIA</b></td>
<td><b>MEXICO </b></td>
<td><b>PHILIPPINES </b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01MAR13</td>
<td>22APR09 </td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>C</td>
<td>01MAY14</td>
<td>01JUL05</td>
<td>C</td>
<td>01SEP13</td>
</tr><tr><td>Other Workers</td>
<td>C</td>
<td>01AUG09</td>
<td>01JUL05</td>
<td>C</td>
<td>01SEP13</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Non-Regional Center<br>
(C5 and T5)</td>
<td>C</td>
<td>15JUN14</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Regional Center<br>
(I5 and R5)</td>
<td>C</td>
<td>15JUN14</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-february-2017.html,2017-02-01,"<table class=""grid"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""100%"">
<tbody><tr><td><b>Employment-<br>
 based</b></td>
<td><b>All Chargeability <br>
 Areas Except<br>
 Those Listed</b></td>
<td><b>CHINA-<br>
 mainland <br>
 born</b></td>
<td><b>EL SALVADOR<br>
 GUATEMALA<br>
 HONDURAS</b></td>
<td><b>INDIA</b></td>
<td><b>MEXICO</b></td>
<td><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>15NOV12</td>
<td>C</td>
<td>15APR08</td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>01OCT16 </td>
<td>01OCT13</td>
<td>01OCT16 </td>
<td>22MAR05 </td>
<td>01OCT16</td>
<td>15OCT11</td>
</tr><tr><td>Other Workers</td>
<td>01OCT16 </td>
<td>01DEC05</td>
<td>01OCT16 </td>
<td>22MAR05</td>
<td>01OCT16</td>
<td>15OCT11</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
</tr><tr><td>5th Non-Regional Center<br>
(C5 and T5)</td>
<td>C</td>
<td>15APR14</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Regional Center<br>
(I5 and R5)</td>
<td>C</td>
<td>15APR14</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-february-2017.html,2017-02-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td><b>Employment-<br>
 based</b></td>
<td><b>All Chargeability <br>
 Areas Except<br>
 Those Listed</b></td>
<td><b>CHINA-<br>
 mainland <br>
 born</b></td>
<td><b>INDIA</b></td>
<td><b>MEXICO </b></td>
<td><b>PHILIPPINES </b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01MAR13</td>
<td>22APR09 </td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>C</td>
<td>01MAY14</td>
<td>01JUL05</td>
<td>C</td>
<td>01SEP13</td>
</tr><tr><td>Other Workers</td>
<td>C</td>
<td>01AUG09</td>
<td>01JUL05</td>
<td>C</td>
<td>01SEP13</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Non-Regional Center<br>
(C5 and T5)</td>
<td>C</td>
<td>15JUN14</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Regional Center<br>
(I5 and R5)</td>
<td>C</td>
<td>15JUN14</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-march-2017.html,2017-03-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td><b>Employment-<br>
 based</b></td>
<td><b>All Chargeability <br>
 Areas Except<br>
 Those Listed</b></td>
<td><b>CHINA-<br>
 mainland <br>
 born</b></td>
<td><b>EL SALVADOR<br>
 GUATEMALA<br>
 HONDURAS</b></td>
<td><b>INDIA</b></td>
<td><b>MEXICO</b></td>
<td><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>15DEC12</td>
<td>C</td>
<td>01JUN08</td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>01DEC16 </td>
<td>15MAR14</td>
<td>01DEC16 </td>
<td>22MAR05 </td>
<td>01DEC16 </td>
<td>15MAR12</td>
</tr><tr><td>Other Workers</td>
<td>01DEC16 </td>
<td>01FEB06</td>
<td>01DEC16 </td>
<td>22MAR05</td>
<td>01DEC16</td>
<td>15MAR12</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
</tr><tr><td>5th Non-Regional Center<br>
(C5 and T5)</td>
<td>C</td>
<td>01MAY14</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Regional Center<br>
(I5 and R5)</td>
<td>C</td>
<td>01MAY14</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-march-2017.html,2017-03-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td><b>Employment-<br>
 based</b></td>
<td><b>All Chargeability <br>
 Areas Except<br>
 Those Listed</b></td>
<td><b>CHINA-<br>
 mainland <br>
 born</b></td>
<td><b>INDIA</b></td>
<td><b>MEXICO </b></td>
<td><b>PHILIPPINES </b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01MAR13</td>
<td>22APR09 </td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>C</td>
<td>01MAY14</td>
<td>01JUL05</td>
<td>C</td>
<td>01SEP13</td>
</tr><tr><td>Other Workers</td>
<td>C</td>
<td>01AUG09</td>
<td>01JUL05</td>
<td>C</td>
<td>01SEP13</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Non-Regional Center<br>
(C5 and T5)</td>
<td>C</td>
<td>15JUN14</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Regional Center<br>
(I5 and R5)</td>
<td>C</td>
<td>15JUN14</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-april-2017.html,2017-04-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td><b>Employment-<br>
 based</b></td>
<td><b>All Chargeability <br>
 Areas Except<br>
 Those Listed</b></td>
<td><b>CHINA-<br>
 mainland <br>
 born</b></td>
<td><b>EL SALVADOR<br>
 GUATEMALA<br>
 HONDURAS</b></td>
<td><b>INDIA</b></td>
<td><b>MEXICO</b></td>
<td><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>15JAN13</td>
<td>C</td>
<td>22JUN08</td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>15FEB17 </td>
<td>15AUG14</td>
<td>15FEB17 </td>
<td>24MAR05 </td>
<td>15FEB17  </td>
<td>15SEP12</td>
</tr><tr><td>Other Workers</td>
<td>15FEB17 </td>
<td>01MAR06</td>
<td>15FEB17 </td>
<td>24MAR05</td>
<td>15FEB17 </td>
<td>15SEP12</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
</tr><tr><td>5th Non-Regional Center<br>
(C5 and T5)</td>
<td>C</td>
<td>22MAY14</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Regional Center<br>
(I5 and R5)</td>
<td>C</td>
<td>22MAY14</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-april-2017.html,2017-04-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td><b>Employment-<br>
 based</b></td>
<td><b>All Chargeability <br>
 Areas Except<br>
 Those Listed</b></td>
<td><b>CHINA-<br>
 mainland <br>
 born</b></td>
<td><b>INDIA</b></td>
<td><b>MEXICO </b></td>
<td><b>PHILIPPINES </b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01MAR13</td>
<td>22APR09 </td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>C</td>
<td>01MAY14</td>
<td>01JUL05</td>
<td>C</td>
<td>01SEP13</td>
</tr><tr><td>Other Workers</td>
<td>C</td>
<td>01AUG09</td>
<td>01JUL05</td>
<td>C</td>
<td>01SEP13</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Non-Regional Center<br>
(C5 and T5)</td>
<td>C</td>
<td>15JUN14</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Regional Center<br>
(I5 and R5)</td>
<td>C</td>
<td>15JUN14</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-may-2017.html,2017-05-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td><b>Employment-<br>
 based</b></td>
<td><b>All Chargeability <br>
 Areas Except<br>
 Those Listed</b></td>
<td><b>CHINA-<br>
 mainland <br>
 born</b></td>
<td><b>EL SALVADOR<br>
 GUATEMALA<br>
 HONDURAS</b></td>
<td><b>INDIA</b></td>
<td><b>MEXICO</b></td>
<td><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>08FEB13</td>
<td>C</td>
<td>22JUN08</td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>15MAR17 </td>
<td>01OCT14</td>
<td>15MAR17 </td>
<td>25MAR05 </td>
<td>15MAR17  </td>
<td>01JAN13</td>
</tr><tr><td>Other Workers</td>
<td>15MAR17 </td>
<td>08MAR06</td>
<td>15MAR17</td>
<td>25MAR05</td>
<td>15MAR17</td>
<td>01JAN13</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
</tr><tr><td>5th Non-Regional Center<br>
(C5 and T5)</td>
<td>C</td>
<td>01JUN14</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Regional Center<br>
(I5 and R5)</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
<td>U</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-may-2017.html,2017-05-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td><b>Employment-<br>
 based</b></td>
<td><b>All Chargeability <br>
 Areas Except<br>
 Those Listed</b></td>
<td><b>CHINA-<br>
 mainland <br>
 born</b></td>
<td><b>INDIA</b></td>
<td><b>MEXICO </b></td>
<td><b>PHILIPPINES </b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01OCT13</td>
<td>01FEB09 </td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>C</td>
<td>01SEP15</td>
<td>22APR06</td>
<td>C</td>
<td>01JUL14</td>
</tr><tr><td>Other Workers</td>
<td>C</td>
<td>01JUN08</td>
<td>22APR06</td>
<td>C</td>
<td>01JUL14</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Non-Regional Center<br>
(C5 and T5)</td>
<td>C</td>
<td>01SEP14</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Regional Center<br>
(I5 and R5)</td>
<td>C</td>
<td>01SEP14</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-june-2017.html,2017-06-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td><b>Employment-<br>
 based</b></td>
<td><b>All Chargeability <br>
 Areas Except<br>
 Those Listed</b></td>
<td><b>CHINA-<br>
 mainland <br>
 born</b></td>
<td><b>EL SALVADOR<br>
 GUATEMALA<br>
 HONDURAS</b></td>
<td><b>INDIA</b></td>
<td><b>MEXICO</b></td>
<td><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>01JAN12</td>
<td>C</td>
<td>01JAN12</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01MAR13</td>
<td>C</td>
<td>01JUL08</td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>15APR17 </td>
<td>01OCT14</td>
<td>15APR17</td>
<td>15MAY05 </td>
<td>15APR17 </td>
<td>01MAY13</td>
</tr><tr><td>Other Workers</td>
<td>15APR17 </td>
<td>15JUL06</td>
<td>15APR17</td>
<td>15MAY05</td>
<td>15APR17 </td>
<td>01MAY13</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
<td>15JUL15</td>
<td>C</td>
</tr><tr><td>5th Non-Regional Center<br>
(C5 and T5)</td>
<td>C</td>
<td>08JUN14</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Regional Center<br>
(I5 and R5)</td>
<td>C</td>
<td>08JUN14</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-june-2017.html,2017-06-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td><b>Employment-<br>
 based</b></td>
<td><b>All Chargeability <br>
 Areas Except<br>
 Those Listed</b></td>
<td><b>CHINA-<br>
 mainland <br>
 born</b></td>
<td><b>INDIA</b></td>
<td><b>MEXICO </b></td>
<td><b>PHILIPPINES </b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01OCT13</td>
<td>01FEB09 </td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>C</td>
<td>01SEP15</td>
<td>22APR06</td>
<td>C</td>
<td>01JUL14</td>
</tr><tr><td>Other Workers</td>
<td>C</td>
<td>01JUN08</td>
<td>22APR06</td>
<td>C</td>
<td>01JUL14</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Non-Regional Center<br>
(C5 and T5)</td>
<td>C</td>
<td>01SEP14</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Regional Center<br>
(I5 and R5)</td>
<td>C</td>
<td>01SEP14</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-july-2017.html,2017-07-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td><b>Employment-<br>
 based</b></td>
<td><b>All Chargeability <br>
 Areas Except<br>
 Those Listed</b></td>
<td><b>CHINA-<br>
 mainland <br>
 born</b></td>
<td><b>EL SALVADOR<br>
 GUATEMALA<br>
 HONDURAS</b></td>
<td><b>INDIA</b></td>
<td><b>MEXICO</b></td>
<td><b>PHILIPPINES</b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>01JAN12</td>
<td>C</td>
<td>01JAN12</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>22MAR13</td>
<td>C</td>
<td>22JUL08</td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>08JUN17 </td>
<td>01JAN12</td>
<td>08JUN17 </td>
<td>15FEB06 </td>
<td>08JUN17 </td>
<td>15MAY14</td>
</tr><tr><td>Other Workers</td>
<td>08JUN17 </td>
<td>15JUL06</td>
<td>08JUN17 </td>
<td>15FEB06</td>
<td>08JUN17 </td>
<td>15MAY14</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>15AUG15 </td>
<td>15AUG15</td>
<td>15AUG15 </td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>15AUG15</td>
<td>15AUG15 </td>
<td>15AUG15</td>
<td>C</td>
</tr><tr><td>5th Non-Regional Center<br>
(C5 and T5)</td>
<td>C</td>
<td>08JUN14</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Regional Center<br>
(I5 and R5)</td>
<td>C</td>
<td>08JUN14</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
https://travel.state.gov/content/travel/en/legal/visa-law0/visa-bulletin/2017/visa-bulletin-for-july-2017.html,2017-07-01,"<table border=""1"" cellspacing=""0"" cellpadding=""3"" width=""100%"">
<tbody><tr><td><b>Employment-<br>
 based</b></td>
<td><b>All Chargeability <br>
 Areas Except<br>
 Those Listed</b></td>
<td><b>CHINA-<br>
 mainland <br>
 born</b></td>
<td><b>INDIA</b></td>
<td><b>MEXICO </b></td>
<td><b>PHILIPPINES </b></td>
</tr><tr><td>1st</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>2nd</td>
<td>C</td>
<td>01OCT13</td>
<td>01FEB09 </td>
<td>C</td>
<td>C</td>
</tr><tr><td>3rd</td>
<td>C</td>
<td>01SEP15</td>
<td>01OCT06</td>
<td>C</td>
<td>01JUL15</td>
</tr><tr><td>Other Workers</td>
<td>C</td>
<td>01JUN08</td>
<td>01OCT06</td>
<td>C</td>
<td>01JUL15</td>
</tr><tr><td>4th</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>Certain Religious Workers</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Non-Regional Center<br>
(C5 and T5)</td>
<td>C</td>
<td>01SEP14</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr><tr><td>5th Regional Center<br>
(I5 and R5)</td>
<td>C</td>
<td>01SEP14</td>
<td>C</td>
<td>C</td>
<td>C</td>
</tr></tbody></table>"
